programkode,studentnr,karakter,vurderingsstatus,year,semester
MTDT,750548,D,Bestått,2014,v
MTDT,750548,D,Bestått,2015,v
MTDT,750550,D,Bestått,2014,v
MTDT,750552,F,Ikke bestått,2014,v
MTDT,750552,F,Ikke bestått,2014,s
MTDT,750552,F,Ikke bestått,2015,v
MTDT,750552,E,Bestått,2015,s
MTDT,750552,,Ikke møtt,2016,v
MTDT,750552,C,Bestått,2017,v
MTDT,750553,D,Bestått,2014,v
MTDT,750554,,Manglende øvinger,2015,v
MTDT,750554,A,Bestått,2016,v
MTDT,750556,,Manglende øvinger,2014,v
MTDT,750556,D,Bestått,2015,v
MTDT,750557,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDT,750557,E,Bestått,2015,v
MTDT,750558,A,Bestått,2014,v
MTDT,750559,C,Bestått,2014,v
MTDT,750559,C,Bestått,2015,v
MTDT,750560,D,Bestått,2014,v
MTDT,750560,B,Bestått,2016,v
MTDT,750561,E,Bestått,2014,v
MTDT,750561,C,Bestått,2017,v
MTDT,750562,D,Bestått,2014,v
MTDT,750563,B,Bestått,2015,v
MTDT,750564,,Manglende øvinger,2014,v
MTDT,750565,B,Bestått,2014,v
MTDT,750566,D,Bestått,2014,v
MTDT,750566,D,Bestått,2017,v
MTDT,750567,C,Bestått,2014,v
MTDT,750568,C,Bestått,2014,v
MTDT,750569,C,Bestått,2014,v
MTDT,750572,B,Bestått,2014,v
MTDT,750573,B,Bestått,2014,v
MTDT,750574,A,Bestått,2014,v
MTDT,750576,C,Bestått,2014,v
MTDT,750578,D,Bestått,2014,v
MTDT,750791,F,Ikke bestått,2017,v
MTDT,750791,,Legeattest,2017,s
MTDT,750791,F,Ikke bestått,2018,v
MTDT,750791,F,Ikke bestått,2018,s
MTDT,750860,B,Bestått,2014,v
MTDT,751204,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDT,751204,E,Bestått,2017,v
MTDT,751416,B,Bestått,2015,v
MTDT,755021,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,755021,,Ikke møtt,2015,s
MTDT,755021,C,Bestått,2016,v
MTDT,755196,D,Bestått,2015,v
MTDT,755356,A,Bestått,2015,v
MTDT,755381,B,Bestått,2015,v
MTDT,755475,D,Bestått,2015,v
MTDT,755589,C,Bestått,2015,v
MTDT,755605,C,Bestått,2015,v
MTDT,755652,E,Bestått,2016,v
MTDT,756257,B,Bestått,2016,v
MTDT,756609,D,Bestått,2017,v
MTDT,756705,C,Bestått,2018,v
MTDT,757308,,Manglende øvinger,2017,v
MTDT,757352,A,Bestått,2015,v
MTDT,757455,A,Bestått,2015,v
MTDT,757479,C,Bestått,2015,v
MTDT,757481,F,Ikke bestått,2015,v
MTDT,757481,,Ikke møtt,2015,s
MTDT,757481,F,Ikke bestått,2016,v
MTDT,757481,F,Ikke bestått,2016,s
MTDT,757481,E,Bestått,2017,v
MTDT,757482,C,Bestått,2015,v
MTDT,757483,C,Bestått,2015,v
MTDT,757484,B,Bestått,2015,v
MTDT,757486,C,Bestått,2015,v
MTDT,757487,C,Bestått,2015,v
MTDT,757489,A,Bestått,2015,v
MTDT,757490,C,Bestått,2015,v
MTDT,757491,C,Bestått,2015,v
MTDT,757494,B,Bestått,2015,v
MTDT,757495,D,Bestått,2015,v
MTDT,757497,A,Bestått,2015,v
MTDT,757498,B,Bestått,2016,v
MTDT,757499,D,Bestått,2015,v
MTDT,757500,,Manglende øvinger,2015,v
MTDT,757500,,Manglende øvinger,2016,v
MTDT,757501,D,Bestått,2015,v
MTDT,757501,,Legeattest,2017,v
MTDT,757501,B,Bestått,2017,s
MTDT,757502,B,Bestått,2015,v
MTDT,757503,,Manglende øvinger,2015,v
MTDT,757503,C,Bestått,2016,v
MTDT,757504,E,Bestått,2015,v
MTDT,757505,B,Bestått,2015,v
MTDT,757506,C,Bestått,2015,v
MTDT,757508,F,Ikke bestått,2015,v
MTDT,757508,E,Bestått,2016,v
MTDT,757509,C,Bestått,2015,v
MTDT,757510,B,Bestått,2015,v
MTDT,757511,C,Bestått,2015,v
MTDT,757512,F,Ikke bestått,2015,v
MTDT,757512,C,Bestått,2015,s
MTDT,757514,,Manglende øvinger,2015,v
MTDT,757515,C,Bestått,2015,v
MTDT,757516,C,Bestått,2016,v
MTDT,757517,E,Bestått,2015,v
MTDT,757517,,Ikke møtt,2016,v
MTDT,757518,D,Bestått,2015,v
MTDT,757519,C,Bestått,2015,v
MTDT,757520,B,Bestått,2015,v
MTDT,757521,C,Bestått,2015,v
MTDT,757521,B,Bestått,2016,v
MTDT,757522,B,Bestått,2015,v
MTDT,757523,F,Ikke bestått,2015,v
MTDT,757523,,Ikke møtt,2015,s
MTDT,757524,A,Bestått,2015,v
MTDT,757525,A,Bestått,2015,v
MTDT,757526,C,Bestått,2015,v
MTDT,757527,C,Bestått,2015,v
MTDT,757527,E,Bestått,2016,v
MTDT,757528,C,Bestått,2015,v
MTDT,757529,E,Bestått,2015,v
MTDT,757530,B,Bestått,2015,v
MTDT,757532,C,Bestått,2015,v
MTDT,757532,B,Bestått,2018,v
MTDT,757533,A,Bestått,2015,v
MTDT,757534,A,Bestått,2015,v
MTDT,757535,A,Bestått,2015,v
MTDT,757536,F,Ikke bestått,2015,v
MTDT,757536,D,Bestått,2015,s
MTDT,757538,C,Bestått,2015,v
MTDT,757539,C,Bestått,2015,v
MTDT,757540,A,Bestått,2015,v
MTDT,757541,E,Bestått,2015,v
MTDT,757543,D,Bestått,2015,v
MTDT,757543,C,Bestått,2017,v
MTDT,757544,D,Bestått,2015,v
MTDT,757546,C,Bestått,2015,v
MTDT,757547,F,Ikke bestått,2015,v
MTDT,757547,F,Ikke bestått,2015,s
MTDT,757547,D,Bestått,2016,v
MTDT,757548,B,Bestått,2015,v
MTDT,757549,E,Bestått,2015,v
MTDT,757549,B,Bestått,2016,v
MTDT,757550,D,Bestått,2015,v
MTDT,757552,A,Bestått,2015,v
MTDT,757553,B,Bestått,2016,v
MTDT,757555,C,Bestått,2015,v
MTDT,757555,B,Bestått,2016,v
MTDT,757556,C,Bestått,2016,v
MTDT,757557,C,Bestått,2015,v
MTDT,757558,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,757558,C,Bestått,2015,s
MTDT,757558,A,Bestått,2018,v
MTDT,757559,A,Bestått,2015,v
MTDT,757560,F,Ikke bestått,2015,v
MTDT,757560,E,Bestått,2015,s
MTDT,757560,,Ikke møtt,2018,v
MTDT,757561,B,Bestått,2015,v
MTDT,757562,B,Bestått,2015,v
MTDT,757563,C,Bestått,2015,v
MTDT,757567,C,Bestått,2015,v
MTDT,757568,C,Bestått,2015,v
MTDT,757569,,Trekk under eksamen (Avbrutt eksamen),2015,v
MTDT,757570,F,Ikke bestått,2015,v
MTDT,757570,B,Bestått,2015,s
MTDT,757571,D,Bestått,2015,v
MTDT,757572,D,Bestått,2015,v
MTDT,757573,C,Bestått,2015,v
MTDT,757574,C,Bestått,2015,v
MTDT,757575,C,Bestått,2015,v
MTDT,757576,C,Bestått,2015,v
MTDT,757577,B,Bestått,2015,v
MTDT,757646,C,Bestått,2016,v
MTDT,757649,C,Bestått,2017,v
MTDT,757659,E,Bestått,2015,v
MTDT,757659,C,Bestått,2018,v
MTDT,757974,F,Ikke bestått,2016,v
MTDT,757974,E,Bestått,2016,s
MTDT,757974,D,Bestått,2017,v
MTDT,758063,F,Ikke bestått,2015,v
MTDT,758063,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDT,758063,F,Ikke bestått,2016,s
MTDT,758063,F,Ikke bestått,2017,v
MTDT,758063,F,Ikke bestått,2017,s
MTDT,758063,F,Ikke bestått,2018,v
MTDT,758079,E,Bestått,2015,v
MTDT,758154,,Manglende øvinger,2018,v
MTDT,758248,C,Bestått,2016,v
MTDT,758281,B,Bestått,2016,v
MTDT,758694,B,Bestått,2015,v
MTDT,758964,F,Ikke bestått,2018,v
MTDT,759003,C,Bestått,2015,v
MTDT,759007,D,Bestått,2015,v
MTDT,759014,C,Bestått,2015,v
MTDT,759043,D,Bestått,2016,v
MTDT,759043,C,Bestått,2018,v
MTDT,759047,C,Bestått,2016,v
MTDT,759048,D,Bestått,2015,v
MTDT,759073,B,Bestått,2016,v
MTDT,759329,,Ikke møtt,2016,v
MTDT,759329,D,Bestått,2017,v
MTDT,759549,E,Bestått,2015,v
MTDT,759549,,Ikke møtt,2016,v
MTDT,759864,A,Bestått,2015,v
MTDT,760780,E,Bestått,2015,v
MTDT,764981,C,Bestått,2017,v
MTDT,765242,C,Bestått,2016,v
MTDT,765276,B,Bestått,2017,v
MTDT,765331,C,Bestått,2016,v
MTDT,765362,B,Bestått,2017,v
MTDT,765881,C,Bestått,2016,v
MTDT,765916,C,Bestått,2016,v
MTDT,765927,C,Bestått,2016,v
MTDT,766073,C,Bestått,2017,v
MTDT,766083,E,Bestått,2017,v
MTDT,766083,F,Ikke bestått,2018,v
MTDT,766084,A,Bestått,2017,v
MTDT,766091,C,Bestått,2017,v
MTDT,766425,C,Bestått,2017,v
MTDT,767417,,Legeattest,2018,v
MTDT,767498,E,Bestått,2018,v
MTDT,767571,B,Bestått,2016,v
MTDT,767591,F,Ikke bestått,2018,v
MTDT,767701,B,Bestått,2016,v
MTDT,767702,C,Bestått,2016,v
MTDT,767705,C,Bestått,2016,v
MTDT,767706,C,Bestått,2016,v
MTDT,767707,C,Bestått,2017,v
MTDT,767708,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDT,767708,D,Bestått,2016,s
MTDT,767708,,Ikke møtt,2017,v
MTDT,767709,C,Bestått,2016,v
MTDT,767709,B,Bestått,2017,v
MTDT,767710,B,Bestått,2016,v
MTDT,767711,E,Bestått,2016,v
MTDT,767711,C,Bestått,2017,v
MTDT,767712,E,Bestått,2016,v
MTDT,767714,A,Bestått,2016,v
MTDT,767715,B,Bestått,2016,v
MTDT,767716,A,Bestått,2016,v
MTDT,767717,F,Ikke bestått,2016,v
MTDT,767717,,Ikke møtt,2016,s
MTDT,767717,E,Bestått,2017,v
MTDT,767718,F,Ikke bestått,2016,v
MTDT,767719,A,Bestått,2016,v
MTDT,767720,A,Bestått,2016,v
MTDT,767721,,Manglende øvinger,2016,v
MTDT,767721,,Ikke møtt,2017,v
MTDT,767722,C,Bestått,2016,v
MTDT,767722,,Ikke møtt,2018,v
MTDT,767723,D,Bestått,2016,v
MTDT,767724,A,Bestått,2016,v
MTDT,767725,F,Ikke bestått,2016,v
MTDT,767727,B,Bestått,2016,v
MTDT,767728,D,Bestått,2016,v
MTDT,767729,B,Bestått,2016,v
MTDT,767730,A,Bestått,2016,v
MTDT,767731,A,Bestått,2016,v
MTDT,767732,C,Bestått,2016,v
MTDT,767733,A,Bestått,2016,v
MTDT,767734,A,Bestått,2016,v
MTDT,767735,B,Bestått,2016,v
MTDT,767736,A,Bestått,2016,v
MTDT,767738,C,Bestått,2016,v
MTDT,767739,A,Bestått,2016,v
MTDT,767740,B,Bestått,2016,v
MTDT,767742,B,Bestått,2016,v
MTDT,767743,E,Bestått,2016,v
MTDT,767744,F,Ikke bestått,2016,v
MTDT,767744,F,Ikke bestått,2016,s
MTDT,767745,C,Bestått,2016,v
MTDT,767746,C,Bestått,2016,v
MTDT,767747,D,Bestått,2018,v
MTDT,767748,B,Bestått,2016,v
MTDT,767749,B,Bestått,2016,v
MTDT,767750,D,Bestått,2016,v
MTDT,767751,E,Bestått,2016,v
MTDT,767752,B,Bestått,2016,v
MTDT,767753,B,Bestått,2016,v
MTDT,767754,A,Bestått,2016,v
MTDT,767755,C,Bestått,2016,v
MTDT,767756,B,Bestått,2016,v
MTDT,767757,C,Bestått,2016,v
MTDT,767758,A,Bestått,2016,v
MTDT,767759,A,Bestått,2016,v
MTDT,767761,D,Bestått,2016,v
MTDT,767761,C,Bestått,2017,v
MTDT,767762,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTDT,767763,B,Bestått,2016,v
MTDT,767764,B,Bestått,2016,v
MTDT,767765,,Manglende øvinger,2016,v
MTDT,767765,D,Bestått,2017,v
MTDT,767766,D,Bestått,2016,v
MTDT,767767,B,Bestått,2016,v
MTDT,767768,E,Bestått,2016,v
MTDT,767768,C,Bestått,2017,v
MTDT,767769,B,Bestått,2016,v
MTDT,767770,A,Bestått,2016,v
MTDT,767771,C,Bestått,2016,v
MTDT,767771,A,Bestått,2017,v
MTDT,767772,A,Bestått,2016,v
MTDT,767773,,Manglende øvinger,2016,v
MTDT,767773,F,Ikke bestått,2017,v
MTDT,767773,,Ikke møtt,2017,s
MTDT,767773,F,Ikke bestått,2018,v
MTDT,767774,C,Bestått,2016,v
MTDT,767775,B,Bestått,2016,v
MTDT,767776,A,Bestått,2016,v
MTDT,767777,B,Bestått,2016,v
MTDT,767780,B,Bestått,2016,v
MTDT,767781,B,Bestått,2016,v
MTDT,767781,B,Bestått,2017,v
MTDT,767782,C,Bestått,2016,v
MTDT,767783,E,Bestått,2016,v
MTDT,767784,A,Bestått,2016,v
MTDT,767785,C,Bestått,2016,v
MTDT,767786,D,Bestått,2016,v
MTDT,767788,D,Bestått,2016,v
MTDT,767789,C,Bestått,2016,v
MTDT,767789,B,Bestått,2017,v
MTDT,767790,B,Bestått,2016,v
MTDT,767791,C,Bestått,2016,v
MTDT,767792,A,Bestått,2016,v
MTDT,767793,D,Bestått,2016,v
MTDT,767794,A,Bestått,2016,v
MTDT,767795,B,Bestått,2016,v
MTDT,767796,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDT,767796,F,Ikke bestått,2017,v
MTDT,767796,F,Ikke bestått,2017,s
MTDT,767796,D,Bestått,2018,v
MTDT,767797,B,Bestått,2016,v
MTDT,767798,B,Bestått,2016,v
MTDT,767799,C,Bestått,2016,v
MTDT,767800,,Ikke møtt,2016,v
MTDT,767801,C,Bestått,2016,v
MTDT,767802,A,Bestått,2016,v
MTDT,767803,C,Bestått,2016,v
MTDT,767804,C,Bestått,2016,v
MTDT,767805,F,Ikke bestått,2016,v
MTDT,767805,D,Bestått,2017,v
MTDT,767806,C,Bestått,2016,v
MTDT,767808,E,Bestått,2016,v
MTDT,767809,F,Ikke bestått,2016,v
MTDT,767809,F,Ikke bestått,2016,s
MTDT,767810,C,Bestått,2016,v
MTDT,767811,C,Bestått,2016,v
MTDT,767812,B,Bestått,2016,v
MTDT,767988,D,Bestått,2018,v
MTDT,768031,C,Bestått,2018,v
MTDT,768043,D,Bestått,2016,v
MTDT,768436,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,768528,C,Bestått,2018,v
MTDT,768556,A,Bestått,2016,v
MTDT,768560,E,Bestått,2017,v
MTDT,768560,E,Bestått,2018,v
MTDT,768573,A,Bestått,2016,v
MTDT,768623,F,Ikke bestått,2016,v
MTDT,768623,C,Bestått,2017,v
MTDT,768623,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,768647,D,Bestått,2017,v
MTDT,768695,E,Bestått,2016,v
MTDT,768695,C,Bestått,2017,v
MTDT,768712,D,Bestått,2017,v
MTDT,768929,B,Bestått,2017,v
MTDT,768943,E,Bestått,2018,v
MTDT,769020,B,Bestått,2018,v
MTDT,769514,B,Bestått,2017,v
MTDT,769523,C,Bestått,2016,v
MTDT,769527,D,Bestått,2016,v
MTDT,997904,B,Bestått,2017,v
MTDT,999711,C,Bestått,2017,v
MTDT,999724,B,Bestått,2017,v
MTDT,999727,A,Bestått,2017,v
MTDT,999731,B,Bestått,2017,v
MTDT,999868,E,Bestått,2017,v
MTEL,669327,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTEL,669327,,Ikke møtt,2010,s
MTEL,669327,,Ikke møtt,2012,v
MTEL,669327,,Ikke møtt,2015,v
MTEL,683923,B,Bestått,2010,v
MTEL,683940,B,Bestått,2010,v
MTEL,689910,B,Bestått,2011,v
MTELSYS,768353,A,Bestått,2016,v
MTENERG,490683,E,Bestått,2018,v
MTENERG,768508,B,Bestått,2017,v
MTFYMA,646932,A,Bestått,2010,v
MTFYMA,673426,,Ikke møtt,2010,v
MTFYMA,715757,B,Bestått,2010,v
MTFYMA,716298,C,Bestått,2010,v
MTFYMA,724275,F,Ikke bestått,2011,v
MTFYMA,724275,C,Bestått,2011,s
MTFYMA,741948,B,Bestått,2013,v
MTFYMA,741978,B,Bestått,2013,v
MTFYMA,766100,B,Bestått,2017,v
MTGEOP,669506,,Gyldig fravær,2010,v
MTGEOP,669506,,Ikke møtt,2010,s
MTING,100539,,Manglende øvinger,2014,v
MTING,100539,,Manglende øvinger,2015,v
MTING,100539,,Manglende øvinger,2017,v
MTING,252859,C,Bestått,2018,v
MTING,257441,D,Bestått,2017,v
MTING,258359,D,Bestått,2017,v
MTING,473420,B,Bestått,2018,v
MTING,474278,C,Bestått,2018,v
MTING,474478,D,Bestått,2017,v
MTING,474502,D,Bestått,2018,v
MTING,476063,D,Bestått,2018,v
MTING,477292,D,Bestått,2018,v
MTING,477373,F,Ikke bestått,2017,v
MTING,477373,F,Ikke bestått,2017,s
MTING,477599,B,Bestått,2018,v
MTING,477799,B,Bestått,2018,v
MTING,477837,F,Ikke bestått,2018,v
MTING,477837,B,Bestått,2018,s
MTING,477864,C,Bestått,2018,v
MTING,477882,D,Bestått,2017,v
MTING,477903,F,Ikke bestått,2018,v
MTING,478014,D,Bestått,2018,v
MTING,478019,B,Bestått,2017,v
MTING,478033,B,Bestått,2017,v
MTING,478042,C,Bestått,2017,v
MTING,478048,C,Bestått,2017,v
MTING,478059,C,Bestått,2018,v
MTING,478085,B,Bestått,2018,v
MTING,478233,D,Bestått,2018,v
MTING,478486,F,Ikke bestått,2018,v
MTING,478508,A,Bestått,2018,v
MTING,479332,D,Bestått,2017,v
MTING,479334,D,Bestått,2017,v
MTING,479335,E,Bestått,2017,v
MTING,479336,D,Bestått,2017,v
MTING,479337,B,Bestått,2017,v
MTING,479338,C,Bestått,2017,v
MTING,479339,B,Bestått,2017,v
MTING,479340,B,Bestått,2017,v
MTING,479341,C,Bestått,2017,v
MTING,479343,C,Bestått,2017,v
MTING,479344,C,Bestått,2017,v
MTING,479345,,Manglende øvinger,2017,v
MTING,479346,D,Bestått,2017,v
MTING,479347,D,Bestått,2017,v
MTING,479348,B,Bestått,2017,v
MTING,479349,C,Bestått,2017,v
MTING,479350,F,Ikke bestått,2017,v
MTING,479350,E,Bestått,2017,s
MTING,479351,C,Bestått,2017,v
MTING,479352,B,Bestått,2017,v
MTING,479353,C,Bestått,2017,v
MTING,479354,D,Bestått,2017,v
MTING,479354,E,Bestått,2018,v
MTING,479355,E,Bestått,2017,v
MTING,479357,C,Bestått,2017,v
MTING,479359,C,Bestått,2017,v
MTING,479360,,Manglende øvinger,2017,v
MTING,479361,E,Bestått,2017,v
MTING,479363,B,Bestått,2017,v
MTING,479364,F,Ikke bestått,2017,v
MTING,479364,C,Bestått,2017,s
MTING,479365,D,Bestått,2017,v
MTING,479366,C,Bestått,2017,v
MTING,479367,C,Bestått,2017,v
MTING,479368,C,Bestått,2017,v
MTING,479370,E,Bestått,2017,v
MTING,485575,B,Bestått,2018,v
MTING,486691,C,Bestått,2018,v
MTING,487797,D,Bestått,2018,v
MTING,488658,C,Bestått,2018,v
MTING,489675,F,Ikke bestått,2018,v
MTING,489675,C,Bestått,2018,s
MTING,489705,C,Bestått,2018,v
MTING,489711,C,Bestått,2018,v
MTING,489716,C,Bestått,2018,v
MTING,489722,E,Bestått,2018,v
MTING,489723,E,Bestått,2018,v
MTING,489725,D,Bestått,2018,v
MTING,489726,F,Ikke bestått,2018,v
MTING,489727,C,Bestått,2018,v
MTING,489729,F,Ikke bestått,2018,v
MTING,489732,D,Bestått,2018,v
MTING,489734,F,Ikke bestått,2018,v
MTING,489735,B,Bestått,2018,v
MTING,489737,E,Bestått,2018,v
MTING,489738,C,Bestått,2018,v
MTING,489739,D,Bestått,2018,v
MTING,489740,F,Ikke bestått,2018,v
MTING,489741,F,Ikke bestått,2018,v
MTING,489742,F,Ikke bestått,2018,v
MTING,489744,C,Bestått,2018,v
MTING,489745,B,Bestått,2018,v
MTING,489746,D,Bestått,2018,v
MTING,489747,C,Bestått,2018,v
MTING,489748,C,Bestått,2018,v
MTING,489749,D,Bestått,2018,v
MTING,489750,F,Ikke bestått,2018,v
MTING,489750,F,Ikke bestått,2018,s
MTING,489751,F,Ikke bestått,2018,v
MTING,489753,F,Ikke bestått,2018,v
MTING,489753,E,Bestått,2018,s
MTING,489754,D,Bestått,2018,v
MTING,489755,F,Ikke bestått,2018,v
MTING,489755,F,Ikke bestått,2018,s
MTING,489756,E,Bestått,2018,v
MTING,489757,F,Ikke bestått,2018,v
MTING,489757,C,Bestått,2018,s
MTING,489758,C,Bestått,2018,v
MTING,489759,C,Bestått,2018,v
MTING,489760,D,Bestått,2018,v
MTING,489761,C,Bestått,2018,v
MTING,489762,D,Bestått,2018,v
MTING,489763,D,Bestått,2018,v
MTING,490634,D,Bestått,2018,v
MTING,490635,F,Ikke bestått,2018,v
MTING,490864,C,Bestått,2018,v
MTING,490874,D,Bestått,2018,v
MTING,490882,D,Bestått,2018,v
MTING,490898,C,Bestått,2018,v
MTING,490911,D,Bestått,2018,v
MTING,490928,F,Ikke bestått,2018,v
MTING,490928,F,Ikke bestått,2018,s
MTING,491316,E,Bestått,2018,v
MTING,491630,F,Ikke bestått,2018,v
MTING,685291,F,Ikke bestått,2010,v
MTING,685291,,Ikke møtt,2010,s
MTING,685291,F,Ikke bestått,2011,v
MTING,685291,F,Ikke bestått,2011,s
MTING,685291,E,Bestått,2012,v
MTING,685296,E,Bestått,2010,v
MTING,692182,B,Bestått,2011,v
MTING,697204,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTING,697204,B,Bestått,2012,s
MTING,697667,C,Bestått,2010,v
MTING,697673,E,Bestått,2010,v
MTING,697674,D,Bestått,2012,v
MTING,697691,E,Bestått,2011,v
MTING,697786,E,Bestått,2010,v
MTING,697848,A,Bestått,2011,v
MTING,699052,F,Ikke bestått,2010,v
MTING,699052,F,Ikke bestått,2010,s
MTING,699052,E,Bestått,2011,v
MTING,705717,A,Bestått,2010,v
MTING,707210,,Manglende øvinger,2010,v
MTING,708300,F,Ikke bestått,2010,v
MTING,708300,E,Bestått,2010,s
MTING,708300,C,Bestått,2011,v
MTING,708302,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTING,708302,F,Ikke bestått,2010,s
MTING,708302,F,Ikke bestått,2011,v
MTING,708302,F,Ikke bestått,2011,s
MTING,708302,E,Bestått,2012,v
MTING,708305,B,Bestått,2010,v
MTING,708316,C,Bestått,2011,v
MTING,708318,B,Bestått,2010,v
MTING,708323,,Ikke møtt,2010,v
MTING,708323,B,Bestått,2011,v
MTING,708325,E,Bestått,2010,v
MTING,708331,B,Bestått,2010,v
MTING,708333,,Ikke møtt,2010,v
MTING,708334,B,Bestått,2010,v
MTING,713108,A,Bestått,2010,v
MTING,713259,C,Bestått,2010,v
MTING,714456,,Manglende øvinger,2010,v
MTING,714456,E,Bestått,2011,v
MTING,714694,C,Bestått,2012,v
MTING,714696,D,Bestått,2010,v
MTING,714936,C,Bestått,2010,v
MTING,714937,E,Bestått,2010,v
MTING,714937,C,Bestått,2011,v
MTING,714938,C,Bestått,2010,v
MTING,714938,C,Bestått,2011,v
MTING,714939,D,Bestått,2010,v
MTING,714942,F,Ikke bestått,2011,v
MTING,714942,,Ikke møtt,2011,s
MTING,714942,F,Ikke bestått,2012,v
MTING,714942,,Ikke møtt,2012,s
MTING,714942,,Ikke møtt,2013,v
MTING,714944,F,Ikke bestått,2010,v
MTING,714944,,Ikke møtt,2010,s
MTING,714945,B,Bestått,2010,v
MTING,714948,B,Bestått,2010,v
MTING,714949,C,Bestått,2010,v
MTING,714949,B,Bestått,2012,v
MTING,714951,C,Bestått,2010,v
MTING,714952,D,Bestått,2010,v
MTING,714953,D,Bestått,2010,v
MTING,714954,F,Ikke bestått,2010,v
MTING,714954,F,Ikke bestått,2010,s
MTING,714954,F,Ikke bestått,2011,v
MTING,714954,F,Ikke bestått,2011,s
MTING,714954,D,Bestått,2012,v
MTING,714955,,Manglende øvinger,2010,v
MTING,714956,C,Bestått,2010,v
MTING,714957,B,Bestått,2010,v
MTING,714958,D,Bestått,2010,v
MTING,714958,C,Bestått,2013,v
MTING,714959,C,Bestått,2010,v
MTING,714960,C,Bestått,2010,v
MTING,714961,D,Bestått,2010,v
MTING,714962,E,Bestått,2010,v
MTING,714963,D,Bestått,2010,v
MTING,714965,D,Bestått,2010,v
MTING,714966,C,Bestått,2010,v
MTING,714968,B,Bestått,2010,v
MTING,714969,C,Bestått,2010,v
MTING,714970,A,Bestått,2010,v
MTING,714971,B,Bestått,2010,v
MTING,714973,D,Bestått,2010,v
MTING,715853,B,Bestått,2012,v
MTING,716174,D,Bestått,2011,v
MTING,716174,C,Bestått,2012,v
MTING,716309,D,Bestått,2010,v
MTING,721890,B,Bestått,2017,v
MTING,722329,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTING,722329,F,Ikke bestått,2012,s
MTING,722329,D,Bestått,2013,v
MTING,724264,C,Bestått,2011,v
MTING,724265,E,Bestått,2011,v
MTING,724267,C,Bestått,2011,v
MTING,724268,F,Ikke bestått,2011,v
MTING,724268,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTING,724268,D,Bestått,2013,v
MTING,724269,F,Ikke bestått,2011,v
MTING,724269,D,Bestått,2011,s
MTING,724273,E,Bestått,2011,v
MTING,724274,C,Bestått,2011,v
MTING,724277,C,Bestått,2011,v
MTING,724278,A,Bestått,2011,v
MTING,724279,D,Bestått,2011,v
MTING,724279,D,Bestått,2013,v
MTING,724280,C,Bestått,2011,v
MTING,724283,B,Bestått,2011,v
MTING,724284,A,Bestått,2011,v
MTING,724285,C,Bestått,2011,v
MTING,724286,D,Bestått,2011,v
MTING,724287,E,Bestått,2011,v
MTING,724288,C,Bestått,2011,v
MTING,724290,D,Bestått,2011,v
MTING,724291,C,Bestått,2011,v
MTING,724295,F,Ikke bestått,2011,v
MTING,724295,F,Ikke bestått,2011,s
MTING,724295,E,Bestått,2012,v
MTING,724297,E,Bestått,2011,v
MTING,724313,E,Bestått,2011,v
MTING,725093,D,Bestått,2013,v
MTING,728896,D,Bestått,2012,v
MTING,729020,E,Bestått,2012,v
MTING,729101,E,Bestått,2012,v
MTING,729101,,Ikke møtt,2015,v
MTING,729183,B,Bestått,2012,v
MTING,729521,B,Bestått,2012,v
MTING,729563,C,Bestått,2012,v
MTING,729611,C,Bestått,2012,v
MTING,729710,,Manglende øvinger,2013,v
MTING,729844,C,Bestått,2013,v
MTING,730633,A,Bestått,2013,v
MTING,731849,C,Bestått,2012,v
MTING,731867,A,Bestått,2013,v
MTING,731889,C,Bestått,2014,v
MTING,731915,C,Bestått,2013,v
MTING,732308,D,Bestått,2012,v
MTING,732309,D,Bestått,2012,v
MTING,732309,,Ikke møtt,2016,v
MTING,732310,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTING,732310,E,Bestått,2012,s
MTING,732311,B,Bestått,2012,v
MTING,732314,C,Bestått,2013,v
MTING,732316,,Manglende øvinger,2012,v
MTING,732317,D,Bestått,2012,v
MTING,732318,B,Bestått,2012,v
MTING,732319,C,Bestått,2012,v
MTING,732320,C,Bestått,2012,v
MTING,732320,C,Bestått,2014,v
MTING,732321,B,Bestått,2012,v
MTING,732323,C,Bestått,2012,v
MTING,732324,E,Bestått,2012,v
MTING,732325,F,Ikke bestått,2012,v
MTING,732326,D,Bestått,2012,v
MTING,732327,B,Bestått,2012,v
MTING,732331,C,Bestått,2012,v
MTING,732332,D,Bestått,2012,v
MTING,732332,,Ikke møtt,2014,v
MTING,732334,E,Bestått,2012,v
MTING,732336,,Ikke møtt,2012,v
