programkode,studentnr,karakter,vurderingsstatus,year,semester
BMAT,722397,D,Bestått,2012,v
BMAT,722401,B,Bestått,2012,v
BMAT,729549,A,Bestått,2012,v
BMAT,730838,B,Bestått,2013,v
BMAT,730846,,Manglende øvinger,2013,v
BMAT,730857,,Manglende øvinger,2012,v
BMAT,739897,E,Bestått,2014,v
BMAT,739911,F,Ikke bestått,2014,v
BMAT,739911,E,Bestått,2014,s
BMAT,748338,C,Bestått,2017,v
BMAT,749294,E,Bestått,2015,v
BMAT,759423,,Trekk under eksamen (Avbrutt eksamen),2015,v
BMAT,759423,D,Bestått,2015,s
BMAT,759423,B,Bestått,2016,v
BMAT,768689,A,Bestått,2018,v
BMUST,696566,A,Bestått,2010,v
BMUST,698423,D,Bestått,2011,v
BMUST,701362,B,Bestått,2010,v
BMUST,713260,C,Bestått,2010,v
BMUST,725416,,Manglende øvinger,2012,v
BPED,740241,C,Bestått,2016,v
BPSY,722894,D,Bestått,2013,v
BPSY,766461,E,Bestått,2018,v
BRVI,715497,,Manglende øvinger,2014,v
BSPRÅL,691485,C,Bestått,2013,v
BSPRÅL,698409,,Manglende øvinger,2010,v
BSPRÅL,698409,E,Bestått,2011,v
BSPRÅL,723329,F,Ikke bestått,2012,v
BSV,713014,B,Bestått,2010,v
BSV,713499,B,Bestått,2012,v
BSØK,731809,C,Bestått,2012,v
BSØK,732333,E,Bestått,2012,v
BSØK,747901,A,Bestått,2014,v
BSØK,748077,C,Bestått,2016,v
BSØK,758388,F,Ikke bestått,2017,v
BSØK,758388,F,Ikke bestått,2018,v
BSØK,769497,E,Bestått,2017,v
BSØK,769497,,Ikke møtt,2018,v
FTHINGEL,690099,E,Bestått,2010,v
IMEDIV/MN,718458,A,Bestått,2010,v
ITBAINFO,697135,F,Ikke bestått,2010,v
ITBAINFO,697135,F,Ikke bestått,2011,v
ITBAINFO,697135,E,Bestått,2011,s
ITBAINFO,714967,F,Ikke bestått,2010,v
ITBAINFO,714967,F,Ikke bestått,2011,v
ITBAINFO,714967,D,Bestått,2011,s
ITBAINFO,730602,D,Bestått,2014,v
MBIOT5,705671,D,Bestått,2011,v
MBIOT5,705723,A,Bestått,2012,v
MBIOT5,722270,A,Bestått,2012,v
MBIOT5,737863,,Manglende øvinger,2016,v
MBIOT5,739739,F,Ikke bestått,2018,v
MBIOT5,739787,A,Bestått,2014,v
MBIOT5,739798,D,Bestått,2015,v
MBIOT5,759643,A,Bestått,2017,v
MBIOT5,759649,C,Bestått,2017,v
MBIOT5,759659,B,Bestått,2017,v
MBIOT5,768910,D,Bestått,2018,v
MIENTRE,708549,B,Bestått,2012,v
MLREAL,255127,D,Bestått,2018,v
MLREAL,475518,D,Bestått,2017,v
MLREAL,478513,D,Bestått,2017,v
MLREAL,478519,F,Ikke bestått,2017,v
MLREAL,478519,F,Ikke bestått,2017,s
MLREAL,478523,C,Bestått,2017,v
MLREAL,478526,D,Bestått,2017,v
MLREAL,478531,E,Bestått,2017,v
MLREAL,478531,C,Bestått,2018,v
MLREAL,478941,E,Bestått,2018,v
MLREAL,490038,E,Bestått,2018,v
MLREAL,490057,B,Bestått,2018,v
MLREAL,490058,C,Bestått,2018,v
MLREAL,716482,,Manglende øvinger,2011,v
MLREAL,723734,C,Bestått,2011,v
MLREAL,730608,A,Bestått,2013,v
MLREAL,730845,C,Bestått,2013,v
MLREAL,732393,F,Ikke bestått,2012,v
MLREAL,732393,,Ikke møtt,2013,v
MLREAL,732393,,Ikke møtt,2014,v
MLREAL,732393,E,Bestått,2016,v
MLREAL,739545,B,Bestått,2013,v
MLREAL,740927,C,Bestått,2016,v
MLREAL,741295,C,Bestått,2014,v
MLREAL,741988,E,Bestått,2013,v
MLREAL,749769,B,Bestått,2015,v
MLREAL,750848,,Manglende øvinger,2015,v
MLREAL,757554,C,Bestått,2015,v
MLREAL,758170,C,Bestått,2015,v
MLREAL,758170,,Ikke møtt,2018,v
MLREAL,758171,C,Bestått,2015,v
MLREAL,758698,,Manglende øvinger,2015,v
MLREAL,758698,D,Bestått,2016,v
MLREAL,765153,F,Ikke bestått,2016,v
MLREAL,765153,,Ikke møtt,2016,s
MLREAL,767831,E,Bestått,2017,v
MLREAL,767831,F,Ikke bestått,2018,v
MLREAL,768744,A,Bestått,2016,v
MLREAL,768750,F,Ikke bestått,2016,v
MLREAL,768752,F,Ikke bestått,2016,v
MLREAL,768752,,Ikke møtt,2016,s
MLREAL,768752,B,Bestått,2017,v
MLREAL,768763,E,Bestått,2016,v
MLREAL,769510,C,Bestått,2016,v
MMUST,713937,B,Bestått,2012,v
MSDESIG,487315,F,Ikke bestått,2018,v
MSDESIG,487316,F,Ikke bestått,2018,v
MTBYGG,696936,A,Bestått,2010,v
MTBYGG,700376,E,Bestått,2012,v
MTBYGG,739051,C,Bestått,2017,v
MTBYGG,741603,C,Bestått,2017,v
MTBYGG,750666,C,Bestått,2017,v
MTDESIG,641610,B,Bestått,2013,v
MTDESIG,698625,,Manglende øvinger,2015,v
MTDESIG,711356,F,Ikke bestått,2016,v
MTDESIG,711356,F,Ikke bestått,2018,v
MTDESIG,714381,,Manglende øvinger,2018,v
MTDESIG,716160,,Legeattest,2017,v
MTDESIG,722070,F,Ikke bestått,2015,v
MTDESIG,723028,B,Bestått,2015,v
MTDESIG,723260,F,Ikke bestått,2015,v
MTDESIG,723260,F,Ikke bestått,2015,s
MTDESIG,723260,,Trekk under eksamen (Avbrutt eksamen),2016,s
MTDESIG,723260,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTDESIG,723260,E,Bestått,2017,s
MTDESIG,724074,B,Bestått,2013,v
MTDESIG,724537,C,Bestått,2015,v
MTDESIG,729817,C,Bestått,2015,v
MTDESIG,732114,B,Bestått,2015,v
MTDESIG,732128,A,Bestått,2015,v
MTDESIG,732210,C,Bestått,2016,v
MTDESIG,738869,F,Ikke bestått,2017,v
MTDESIG,738869,E,Bestått,2017,s
MTDESIG,740871,F,Ikke bestått,2018,v
MTDESIG,741397,,Trekk under eksamen (Avbrutt eksamen),2013,v
MTDESIG,741397,,Trekk under eksamen (Avbrutt eksamen),2014,v
MTDESIG,741397,,Trekk under eksamen (Avbrutt eksamen),2017,v
MTDESIG,741397,,Ikke møtt,2017,s
MTDESIG,741459,E,Bestått,2018,v
MTDESIG,741734,B,Bestått,2015,v
MTDESIG,741735,C,Bestått,2015,v
MTDESIG,741743,B,Bestått,2015,v
MTDESIG,741744,C,Bestått,2015,v
MTDESIG,741748,C,Bestått,2015,v
MTDESIG,741749,C,Bestått,2015,v
MTDESIG,748015,C,Bestått,2014,v
MTDESIG,749752,C,Bestått,2017,v
MTDESIG,749885,E,Bestått,2016,v
MTDESIG,749886,C,Bestått,2016,v
MTDESIG,749889,,Trekk under eksamen (Avbrutt eksamen),2016,v
MTDESIG,749889,E,Bestått,2016,s
MTDESIG,749890,D,Bestått,2016,v
MTDESIG,749891,C,Bestått,2016,v
MTDESIG,749894,D,Bestått,2016,v
MTDESIG,749900,D,Bestått,2016,v
MTDESIG,750862,E,Bestått,2016,v
MTDESIG,757439,C,Bestått,2017,v
MTDESIG,757923,B,Bestått,2017,v
MTDESIG,757929,D,Bestått,2018,v
MTDESIG,757930,E,Bestått,2017,v
MTDESIG,757934,E,Bestått,2017,v
MTDESIG,757935,B,Bestått,2017,v
MTDESIG,757995,,Ikke møtt,2015,v
MTDESIG,757995,,Ikke møtt,2016,v
MTDESIG,758069,F,Ikke bestått,2015,v
MTDESIG,758069,,Ikke møtt,2015,s
MTDESIG,758069,E,Bestått,2017,v
MTDESIG,758853,E,Bestått,2017,v
MTDESIG,765922,E,Bestått,2018,v
MTDESIG,768054,D,Bestått,2018,v
MTDESIG,768185,E,Bestått,2018,v
MTDESIG,768249,E,Bestått,2018,v
MTDESIG,768287,A,Bestått,2017,v
MTDESIG,768397,F,Ikke bestått,2018,v
MTDESIG,768399,C,Bestått,2018,v
MTDESIG,768400,D,Bestått,2018,v
MTDESIG,768401,B,Bestått,2018,v
MTDESIG,768402,F,Ikke bestått,2018,v
MTDESIG,768402,F,Ikke bestått,2018,s
MTDESIG,768411,F,Ikke bestått,2018,v
MTDESIG,768412,A,Bestått,2018,v
MTDESIG,768414,D,Bestått,2018,v
MTDT,100647,C,Bestått,2012,v
MTDT,253104,B,Bestått,2017,v
MTDT,256785,A,Bestått,2017,v
MTDT,257410,F,Ikke bestått,2018,v
MTDT,257410,C,Bestått,2018,s
MTDT,260359,C,Bestått,2018,v
MTDT,471881,C,Bestått,2017,v
MTDT,472767,C,Bestått,2018,v
MTDT,472956,B,Bestått,2018,v
MTDT,473749,B,Bestått,2018,v
MTDT,473853,F,Ikke bestått,2018,v
MTDT,473853,E,Bestått,2018,s
MTDT,475277,B,Bestått,2017,v
MTDT,477313,F,Ikke bestått,2017,v
MTDT,477313,D,Bestått,2017,s
MTDT,477313,C,Bestått,2018,v
MTDT,477403,,Manglende øvinger,2018,v
MTDT,477476,B,Bestått,2017,v
MTDT,477485,D,Bestått,2017,v
MTDT,477506,A,Bestått,2017,v
MTDT,477547,C,Bestått,2017,v
MTDT,477548,B,Bestått,2017,v
MTDT,477549,B,Bestått,2017,v
MTDT,477550,D,Bestått,2017,v
MTDT,477550,A,Bestått,2018,v
MTDT,477552,D,Bestått,2017,v
MTDT,477552,F,Ikke bestått,2018,v
MTDT,477552,,Ikke møtt,2018,s
MTDT,477553,A,Bestått,2017,v
MTDT,477554,B,Bestått,2017,v
MTDT,477555,C,Bestått,2017,v
MTDT,477556,C,Bestått,2017,v
MTDT,477556,B,Bestått,2018,v
MTDT,477557,A,Bestått,2017,v
MTDT,477558,A,Bestått,2017,v
MTDT,477559,C,Bestått,2017,v
MTDT,477560,D,Bestått,2017,v
MTDT,477561,A,Bestått,2017,v
MTDT,477562,D,Bestått,2017,v
MTDT,477563,B,Bestått,2017,v
MTDT,477564,A,Bestått,2017,v
MTDT,477565,A,Bestått,2017,v
MTDT,477566,D,Bestått,2017,v
MTDT,477567,C,Bestått,2017,v
MTDT,477568,A,Bestått,2017,v
MTDT,477570,B,Bestått,2017,v
MTDT,477571,D,Bestått,2017,v
MTDT,477572,A,Bestått,2017,v
MTDT,477573,C,Bestått,2017,v
MTDT,477574,C,Bestått,2017,v
MTDT,477575,B,Bestått,2017,v
MTDT,477576,B,Bestått,2017,v
MTDT,477577,D,Bestått,2017,v
MTDT,477578,C,Bestått,2017,v
MTDT,477580,C,Bestått,2017,v
MTDT,477581,C,Bestått,2017,v
MTDT,477581,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,477582,B,Bestått,2017,v
MTDT,477583,C,Bestått,2017,v
MTDT,477584,C,Bestått,2017,v
MTDT,477584,C,Bestått,2018,v
MTDT,477585,E,Bestått,2017,v
MTDT,477585,F,Ikke bestått,2018,v
MTDT,477586,E,Bestått,2017,v
MTDT,477586,C,Bestått,2018,v
MTDT,477587,A,Bestått,2017,v
MTDT,477588,A,Bestått,2017,v
MTDT,477589,D,Bestått,2018,v
MTDT,477590,A,Bestått,2017,v
MTDT,477591,B,Bestått,2017,v
MTDT,477592,A,Bestått,2017,v
MTDT,477594,B,Bestått,2017,v
MTDT,477595,A,Bestått,2017,v
MTDT,477596,C,Bestått,2017,v
MTDT,477597,B,Bestått,2017,v
MTDT,477598,B,Bestått,2017,v
MTDT,477600,D,Bestått,2017,v
MTDT,477601,C,Bestått,2017,v
MTDT,477602,B,Bestått,2017,v
MTDT,477603,F,Ikke bestått,2017,v
MTDT,477603,F,Ikke bestått,2018,s
MTDT,477604,B,Bestått,2017,v
MTDT,477605,B,Bestått,2017,v
MTDT,477606,A,Bestått,2017,v
MTDT,477607,A,Bestått,2017,v
MTDT,477608,C,Bestått,2017,v
MTDT,477609,A,Bestått,2017,v
MTDT,477610,E,Bestått,2017,v
MTDT,477610,E,Bestått,2018,v
MTDT,477611,C,Bestått,2017,v
MTDT,477613,B,Bestått,2017,v
MTDT,477614,C,Bestått,2018,v
MTDT,477615,A,Bestått,2017,v
MTDT,477616,A,Bestått,2017,v
MTDT,477617,A,Bestått,2017,v
MTDT,477618,B,Bestått,2017,v
MTDT,477619,A,Bestått,2017,v
MTDT,477620,C,Bestått,2017,v
MTDT,477621,A,Bestått,2017,v
MTDT,477623,B,Bestått,2017,v
MTDT,477624,C,Bestått,2017,v
MTDT,477625,A,Bestått,2017,v
MTDT,477626,C,Bestått,2017,v
MTDT,477627,A,Bestått,2017,v
MTDT,477628,C,Bestått,2017,v
MTDT,477630,A,Bestått,2017,v
MTDT,477631,A,Bestått,2017,v
MTDT,477632,B,Bestått,2017,v
MTDT,477633,C,Bestått,2017,v
MTDT,477633,C,Bestått,2018,v
MTDT,477636,E,Bestått,2017,v
MTDT,477637,A,Bestått,2018,v
MTDT,477638,F,Ikke bestått,2017,v
MTDT,477638,D,Bestått,2017,s
MTDT,477639,B,Bestått,2017,v
MTDT,477641,A,Bestått,2017,v
MTDT,477642,C,Bestått,2017,v
MTDT,477643,A,Bestått,2017,v
MTDT,477644,C,Bestått,2017,v
MTDT,477645,A,Bestått,2017,v
MTDT,477646,D,Bestått,2017,v
MTDT,477647,C,Bestått,2017,v
MTDT,477647,C,Bestått,2018,v
MTDT,477648,A,Bestått,2017,v
MTDT,477649,,Manglende øvinger,2017,v
MTDT,477651,D,Bestått,2018,v
MTDT,477920,,Legeattest,2018,v
MTDT,477920,F,Ikke bestått,2018,s
MTDT,477979,E,Bestått,2018,v
MTDT,477991,E,Bestått,2017,v
MTDT,478038,C,Bestått,2017,v
MTDT,478061,F,Ikke bestått,2018,v
MTDT,478061,D,Bestått,2018,s
MTDT,478068,C,Bestått,2017,v
MTDT,478235,C,Bestått,2018,v
MTDT,478259,D,Bestått,2018,v
MTDT,478263,E,Bestått,2018,v
MTDT,478312,C,Bestått,2018,v
MTDT,478338,C,Bestått,2017,v
MTDT,478342,B,Bestått,2017,v
MTDT,478353,D,Bestått,2017,v
MTDT,478353,,Ikke møtt,2018,v
MTDT,478380,A,Bestått,2017,v
MTDT,478408,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,478408,B,Bestått,2018,s
MTDT,478672,B,Bestått,2017,v
MTDT,478674,C,Bestått,2018,v
MTDT,478692,D,Bestått,2017,v
MTDT,478692,C,Bestått,2018,v
MTDT,479358,E,Bestått,2018,v
MTDT,479369,A,Bestått,2017,v
MTDT,479660,D,Bestått,2018,v
MTDT,480652,F,Ikke bestått,2018,v
MTDT,481584,E,Bestått,2018,v
MTDT,481924,C,Bestått,2018,v
MTDT,486872,D,Bestått,2018,v
MTDT,487528,B,Bestått,2018,v
MTDT,489412,E,Bestått,2018,v
MTDT,489571,B,Bestått,2018,v
MTDT,489614,B,Bestått,2018,v
MTDT,489629,A,Bestått,2018,v
MTDT,489937,C,Bestått,2018,v
MTDT,489938,C,Bestått,2018,v
MTDT,489939,,Manglende øvinger,2018,v
MTDT,489940,C,Bestått,2018,v
MTDT,489941,F,Ikke bestått,2018,v
MTDT,489941,E,Bestått,2018,s
MTDT,489942,F,Ikke bestått,2018,v
MTDT,489943,F,Ikke bestått,2018,v
MTDT,489943,B,Bestått,2018,s
MTDT,489944,B,Bestått,2018,v
MTDT,489945,D,Bestått,2018,v
MTDT,489946,C,Bestått,2018,v
MTDT,489947,C,Bestått,2018,v
MTDT,489949,F,Ikke bestått,2018,v
MTDT,489950,C,Bestått,2018,v
MTDT,489951,A,Bestått,2018,v
MTDT,489952,C,Bestått,2018,v
MTDT,489953,A,Bestått,2018,v
MTDT,489954,C,Bestått,2018,v
MTDT,489955,B,Bestått,2018,v
MTDT,489956,C,Bestått,2018,v
MTDT,489957,C,Bestått,2018,v
MTDT,489958,C,Bestått,2018,v
MTDT,489960,A,Bestått,2018,v
MTDT,489961,B,Bestått,2018,v
MTDT,489962,C,Bestått,2018,v
MTDT,489964,C,Bestått,2018,v
MTDT,489965,C,Bestått,2018,v
MTDT,489966,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,489966,B,Bestått,2018,s
MTDT,489967,C,Bestått,2018,v
MTDT,489968,C,Bestått,2018,v
MTDT,489969,F,Ikke bestått,2018,v
MTDT,489969,F,Ikke bestått,2018,s
MTDT,489970,B,Bestått,2018,v
MTDT,489971,B,Bestått,2018,v
MTDT,489974,B,Bestått,2018,v
MTDT,489975,D,Bestått,2018,v
MTDT,489976,A,Bestått,2018,v
MTDT,489977,C,Bestått,2018,v
MTDT,489979,,Manglende øvinger,2018,v
MTDT,489980,D,Bestått,2018,v
MTDT,489981,A,Bestått,2018,v
MTDT,489982,B,Bestått,2018,v
MTDT,489983,C,Bestått,2018,v
MTDT,489984,,Manglende øvinger,2018,v
MTDT,489985,A,Bestått,2018,v
MTDT,489986,B,Bestått,2018,v
MTDT,489987,C,Bestått,2018,v
MTDT,489988,B,Bestått,2018,v
MTDT,489989,,Trekk under eksamen (Avbrutt eksamen),2018,v
MTDT,489989,A,Bestått,2018,s
MTDT,489990,F,Ikke bestått,2018,v
MTDT,489990,,Ikke møtt,2018,s
MTDT,489991,C,Bestått,2018,v
MTDT,489993,F,Ikke bestått,2018,v
MTDT,489994,C,Bestått,2018,v
MTDT,489995,D,Bestått,2018,v
MTDT,489997,F,Ikke bestått,2018,v
MTDT,489997,,Ikke møtt,2018,s
MTDT,489998,D,Bestått,2018,v
MTDT,489999,A,Bestått,2018,v
MTDT,490001,C,Bestått,2018,v
MTDT,490002,C,Bestått,2018,v
MTDT,490003,,Manglende øvinger,2018,v
MTDT,490004,C,Bestått,2018,v
MTDT,490005,C,Bestått,2018,v
MTDT,490006,C,Bestått,2018,v
MTDT,490008,C,Bestått,2018,v
MTDT,490009,C,Bestått,2018,v
MTDT,490010,A,Bestått,2018,v
MTDT,490011,C,Bestått,2018,v
MTDT,490012,C,Bestått,2018,v
MTDT,490013,A,Bestått,2018,v
MTDT,490014,D,Bestått,2018,v
MTDT,490015,A,Bestått,2018,v
MTDT,490017,D,Bestått,2018,v
MTDT,490018,D,Bestått,2018,v
MTDT,490019,B,Bestått,2018,v
MTDT,490021,C,Bestått,2018,v
MTDT,490083,C,Bestått,2018,v
MTDT,490707,F,Ikke bestått,2018,v
MTDT,490707,,Ikke møtt,2018,s
MTDT,490728,C,Bestått,2018,v
MTDT,490737,B,Bestått,2018,v
MTDT,490876,E,Bestått,2018,v
MTDT,491398,C,Bestått,2018,v
MTDT,491553,B,Bestått,2018,v
MTDT,491636,C,Bestått,2018,v
MTDT,491644,C,Bestått,2018,v
MTDT,491667,B,Bestått,2018,v
MTDT,669220,A,Bestått,2011,v
MTDT,676085,A,Bestått,2012,v
MTDT,676288,,Ikke møtt,2012,v
MTDT,676325,,Manglende øvinger,2010,v
MTDT,676325,E,Bestått,2011,v
MTDT,682007,C,Bestått,2012,v
MTDT,682007,B,Bestått,2013,v
MTDT,682074,C,Bestått,2011,v
MTDT,683808,E,Bestått,2010,v
MTDT,683833,,Ikke møtt,2010,v
MTDT,683893,,Ikke møtt,2010,v
MTDT,683936,,Ikke møtt,2013,v
MTDT,687650,D,Bestått,2010,v
MTDT,689131,,Ikke møtt,2010,v
MTDT,689777,D,Bestått,2011,v
MTDT,689786,B,Bestått,2010,v
MTDT,689809,F,Ikke bestått,2010,v
MTDT,689809,E,Bestått,2010,s
MTDT,689846,A,Bestått,2011,v
MTDT,689868,B,Bestått,2010,v
MTDT,691632,,Manglende øvinger,2013,v
MTDT,692380,C,Bestått,2011,v
MTDT,693876,C,Bestått,2010,v
MTDT,697067,E,Bestått,2012,v
MTDT,697071,E,Bestått,2010,v
MTDT,697071,D,Bestått,2011,v
MTDT,697073,B,Bestått,2010,v
MTDT,697076,,Trekk under eksamen (Avbrutt eksamen),2011,v
MTDT,697076,C,Bestått,2011,s
MTDT,697084,E,Bestått,2010,v
MTDT,697088,D,Bestått,2010,v
MTDT,697089,B,Bestått,2010,v
MTDT,697091,C,Bestått,2010,v
MTDT,697098,A,Bestått,2011,v
MTDT,697109,A,Bestått,2012,v
MTDT,697113,F,Ikke bestått,2010,v
MTDT,697118,B,Bestått,2011,v
MTDT,697120,E,Bestått,2010,v
MTDT,697120,B,Bestått,2012,v
MTDT,697126,C,Bestått,2013,v
MTDT,697128,,Gyldig fravær,2011,v
MTDT,697128,A,Bestått,2011,s
MTDT,697130,C,Bestått,2010,v
MTDT,697131,,Ikke møtt,2014,v
MTDT,697136,C,Bestått,2010,v
MTDT,697145,E,Bestått,2010,v
MTDT,697145,,Ikke møtt,2016,v
MTDT,697151,B,Bestått,2010,v
MTDT,697165,,Manglende øvinger,2013,v
MTDT,697325,D,Bestått,2010,v
MTDT,697404,,Manglende øvinger,2010,v
MTDT,697404,,Manglende øvinger,2015,v
MTDT,697473,,Manglende øvinger,2010,v
MTDT,697688,B,Bestått,2010,v
MTDT,697908,,Manglende øvinger,2013,v
MTDT,697918,C,Bestått,2013,v
MTDT,699011,D,Bestått,2010,v
MTDT,699011,A,Bestått,2013,v
MTDT,699063,C,Bestått,2011,v
MTDT,704540,C,Bestått,2010,v
MTDT,704563,B,Bestått,2010,v
MTDT,704612,B,Bestått,2013,v
MTDT,705352,,Fritatt,2011,v
MTDT,705728,C,Bestått,2012,v
MTDT,707571,E,Bestått,2016,v
MTDT,707663,C,Bestått,2012,v
MTDT,707665,C,Bestått,2010,v
MTDT,707666,C,Bestått,2010,v
MTDT,707668,D,Bestått,2010,v
MTDT,707669,D,Bestått,2010,v
MTDT,707669,,Trekk under eksamen (Avbrutt eksamen),2012,v
MTDT,707670,B,Bestått,2010,v
MTDT,707672,,Ikke møtt,2014,v
MTDT,707674,,Manglende øvinger,2010,v
MTDT,707684,C,Bestått,2011,v
MTDT,707686,B,Bestått,2011,v
MTDT,707689,,Ikke møtt,2010,v
MTDT,707690,D,Bestått,2010,v
MTDT,707690,D,Bestått,2013,v
MTDT,707693,,Ikke møtt,2010,v
MTDT,707694,B,Bestått,2010,v
MTDT,707697,E,Bestått,2010,v
MTDT,707697,D,Bestått,2014,v
MTDT,707700,A,Bestått,2010,v
MTDT,707706,D,Bestått,2010,v
MTDT,707712,C,Bestått,2011,v
MTDT,707717,F,Ikke bestått,2010,v
MTDT,707717,F,Ikke bestått,2010,s
MTDT,707719,E,Bestått,2010,v
MTDT,707722,B,Bestått,2011,v
MTDT,707723,D,Bestått,2010,v
MTDT,707723,C,Bestått,2011,v
MTDT,707725,C,Bestått,2011,v
MTDT,707726,E,Bestått,2011,v
MTDT,707731,,Manglende øvinger,2011,v
MTDT,707731,D,Bestått,2012,v
MTDT,707736,E,Bestått,2010,v
MTDT,707736,C,Bestått,2012,v
MTDT,707737,D,Bestått,2010,v
MTDT,707739,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTDT,707739,C,Bestått,2010,s
MTDT,707740,C,Bestått,2010,v
MTDT,707741,C,Bestått,2012,v
MTDT,707742,D,Bestått,2011,v
MTDT,707744,C,Bestått,2010,v
MTDT,707747,,Ikke møtt,2013,v
MTDT,707748,A,Bestått,2011,v
MTDT,707752,D,Bestått,2010,v
MTDT,707752,C,Bestått,2011,v
MTDT,707755,F,Ikke bestått,2010,v
MTDT,707755,F,Ikke bestått,2010,s
MTDT,707755,E,Bestått,2011,v
MTDT,707755,,Ikke møtt,2013,v
MTDT,707756,B,Bestått,2010,v
MTDT,707757,B,Bestått,2010,v
MTDT,707758,D,Bestått,2010,v
MTDT,707760,C,Bestått,2012,v
MTDT,707762,C,Bestått,2010,v
MTDT,707769,B,Bestått,2010,v
MTDT,707776,A,Bestått,2010,v
MTDT,707778,D,Bestått,2010,v
MTDT,707778,,Ikke møtt,2012,v
MTDT,707781,A,Bestått,2010,v
MTDT,707785,F,Ikke bestått,2010,v
MTDT,707787,B,Bestått,2010,v
MTDT,707873,D,Bestått,2010,v
MTDT,707873,C,Bestått,2011,v
MTDT,707980,B,Bestått,2013,v
MTDT,708370,B,Bestått,2011,v
MTDT,708452,D,Bestått,2010,v
MTDT,708452,B,Bestått,2012,v
MTDT,708607,C,Bestått,2010,v
MTDT,708724,C,Bestått,2013,v
MTDT,708724,,Ikke møtt,2016,v
MTDT,708812,A,Bestått,2010,v
MTDT,709482,D,Bestått,2011,v
MTDT,712676,D,Bestått,2010,v
MTDT,712676,,Ikke møtt,2012,v
MTDT,712727,B,Bestått,2010,v
MTDT,712793,A,Bestått,2012,v
MTDT,713107,A,Bestått,2010,v
MTDT,713170,F,Ikke bestått,2012,v
MTDT,713170,C,Bestått,2012,s
MTDT,713271,C,Bestått,2010,v
MTDT,713271,C,Bestått,2011,v
MTDT,713766,B,Bestått,2014,v
MTDT,714301,C,Bestått,2012,v
MTDT,714392,B,Bestått,2011,v
MTDT,714428,C,Bestått,2015,v
MTDT,714941,A,Bestått,2011,v
MTDT,714947,D,Bestått,2010,v
MTDT,715543,B,Bestått,2010,v
MTDT,715544,,Trekk under eksamen (Avbrutt eksamen),2010,v
MTDT,715544,,Ikke møtt,2010,s
MTDT,715544,E,Bestått,2011,v
MTDT,715544,F,Ikke bestått,2013,v
MTDT,715545,E,Bestått,2010,v
MTDT,715546,D,Bestått,2010,v
MTDT,715547,D,Bestått,2010,v
MTDT,715547,C,Bestått,2014,v
MTDT,715548,D,Bestått,2010,v
MTDT,715548,B,Bestått,2013,v
MTDT,715549,B,Bestått,2010,v
MTDT,715551,F,Ikke bestått,2010,v
MTDT,715551,D,Bestått,2012,v
MTDT,715553,D,Bestått,2010,v
MTDT,715554,,Manglende øvinger,2010,v
MTDT,715555,B,Bestått,2011,v
MTDT,715556,C,Bestått,2010,v
MTDT,715556,,Ikke møtt,2011,v
MTDT,715558,B,Bestått,2010,v
MTDT,715559,A,Bestått,2010,v
MTDT,715561,,Trekk under eksamen (Avbrutt eksamen),2011,v
MTDT,715561,B,Bestått,2011,s
MTDT,715562,,Manglende øvinger,2010,v
MTDT,715562,D,Bestått,2011,v
MTDT,715564,C,Bestått,2010,v
MTDT,715565,E,Bestått,2010,v
MTDT,715565,C,Bestått,2013,v
MTDT,715566,,Manglende øvinger,2010,v
MTDT,715568,A,Bestått,2010,v
MTDT,715570,,Manglende øvinger,2010,v
MTDT,715570,F,Ikke bestått,2011,v
MTDT,715570,F,Ikke bestått,2011,s
MTDT,715571,E,Bestått,2010,v
MTDT,715572,D,Bestått,2010,v
MTDT,715572,D,Bestått,2011,v
MTDT,715574,C,Bestått,2010,v
MTDT,715575,B,Bestått,2010,v
MTDT,715576,D,Bestått,2010,v
MTDT,715577,A,Bestått,2010,v
MTDT,715578,B,Bestått,2010,v
MTDT,715579,,Manglende øvinger,2010,v
MTDT,715581,D,Bestått,2010,v
MTDT,715583,C,Bestått,2010,v
MTDT,715584,B,Bestått,2010,v
MTDT,715584,A,Bestått,2011,v
MTDT,715585,B,Bestått,2010,v
MTDT,715586,,Manglende øvinger,2010,v
MTDT,715587,C,Bestått,2010,v
MTDT,715588,C,Bestått,2010,v
MTDT,715588,D,Bestått,2011,v
MTDT,715589,D,Bestått,2011,v
MTDT,715589,C,Bestått,2012,v
MTDT,715590,B,Bestått,2010,v
MTDT,715591,A,Bestått,2010,v
MTDT,715593,C,Bestått,2010,v
MTDT,715594,C,Bestått,2010,v
MTDT,715595,E,Bestått,2010,v
MTDT,715596,,Ikke møtt,2010,v
MTDT,715596,B,Bestått,2011,v
MTDT,715597,C,Bestått,2010,v
MTDT,715598,D,Bestått,2010,v
MTDT,715599,A,Bestått,2010,v
MTDT,715600,B,Bestått,2010,v
MTDT,715601,F,Ikke bestått,2010,v
MTDT,715601,E,Bestått,2010,s
MTDT,715601,D,Bestått,2013,v
MTDT,715602,B,Bestått,2010,v
MTDT,715602,B,Bestått,2011,v
MTDT,715603,E,Bestått,2010,v
MTDT,715605,C,Bestått,2010,v
