studieprogramkode,studieprogramnavn,kandidatnr,karakter,vurdresstatnavn,aar
MTDT,Datateknologi - masterstudium (5-årig),10609,B,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10571,,Manglende øvinger,2018
MTDT,Datateknologi - masterstudium (5-årig),10415,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10526,E,Bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10761,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10438,F,Ikke bestått,2018
MTDT,Datateknologi - masterstudium (5-årig),10743,E,Bestått,2018
MTENERG,Energi og miljø - masterstudium (5-årig),10533,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10569,,Ikke møtt,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10767,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10048,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10078,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10733,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10692,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10461,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10204,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10326,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10109,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10171,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10768,,Ikke møtt,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10196,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10742,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10191,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10235,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10286,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10344,,Ikke møtt,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10489,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10729,,Manglende øvinger,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10061,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10360,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10509,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10413,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10077,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10150,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10644,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10083,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10144,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10364,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10166,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10783,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10245,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10134,,Ikke møtt,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10284,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10756,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10065,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10208,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10715,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10830,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10271,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10784,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10330,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10561,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10385,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10740,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10073,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10538,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10588,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10368,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10811,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10547,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10671,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10541,A,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10567,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10812,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10521,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10653,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10630,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10476,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10451,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10079,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10496,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10328,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10805,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10234,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10049,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10648,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10321,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10542,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10502,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10723,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10443,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10745,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10713,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10157,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10052,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10457,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10721,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10497,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10387,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10604,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10823,D,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10589,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10432,F,Ikke bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10654,E,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10283,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10530,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10332,C,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10082,B,Bestått,2018
MTING,Ingeniørvitenskap og IKT - masterstudium (5-årig),10140,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10506,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10491,,Ikke møtt,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10550,,Trekk under eksamen (Avbrutt eksamen),2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10059,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10249,,Ikke møtt,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10148,,Trekk under eksamen (Avbrutt eksamen),2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10575,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10611,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10383,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10172,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10787,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10173,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10498,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10490,,Trekk under eksamen (Avbrutt eksamen),2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10011,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10285,,Ikke møtt,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10525,,Manglende øvinger,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10195,,Ikke møtt,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10771,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10683,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10639,,Trekk under eksamen (Avbrutt eksamen),2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10062,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10789,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10273,,Trekk under eksamen (Avbrutt eksamen),2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10593,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10582,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10217,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10214,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10136,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10345,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10738,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10605,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10603,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10741,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10660,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10504,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10523,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10185,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10606,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10677,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10371,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10445,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10624,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10379,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10354,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10564,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10796,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10121,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10690,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10088,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10409,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10780,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10010,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10467,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10135,,Manglende øvinger,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10479,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10280,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10587,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10560,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10262,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10012,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10133,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10192,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10103,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10484,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10826,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10310,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10619,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10726,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10224,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10702,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10586,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10162,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10577,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10518,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10580,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10070,,Ikke møtt,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10701,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10470,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10242,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10777,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10759,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10817,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10473,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10346,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10755,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10545,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10205,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10023,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10598,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10719,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10824,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10693,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10565,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10399,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10363,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10124,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10465,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10068,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10197,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10316,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10527,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10519,C,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10106,D,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10381,A,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10105,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10454,B,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10226,E,Bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10352,F,Ikke bestått,2018
MTIØT,Industriell økonomi og teknologiledelse - masterstudium (5-årig),10270,F,Ikke bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10402,,Ikke møtt,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10728,D,Bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10471,E,Bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10540,,Ikke møtt,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10765,E,Bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10618,C,Bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10731,C,Bestått,2018
MTKOM,Kommunikasjonsteknologi - masterstudium (5-årig),10231,F,Ikke bestått,2018
